33553,6.275921089429256e-21
9427,1.0
199,1.8227820364202785e-09
12447,1.0
39489,0.0
42724,0.00026357173919677734
10822,1.0
49498,2.183333300666366e-16
4144,1.0
36958,1.0
43106,4.2713697283976735e-23
38695,1.0
6188,1.0
1414,0.0
18471,0.00013643503189086914
29282,8.167867424080377e-12
15177,1.0
34304,7.500640696416139e-29
12609,0.08292752504348755
12144,1.0
6113,5.293513822834939e-05
15908,0.004676848649978638
821,0.013689637184143066
15118,0.7987642884254456
13466,6.09155195903377e-13
26497,1.0
42111,1.0
30188,0.9816663265228271
37237,3.959079878238074e-21
33109,6.100803925824164e-33
36480,8.548868279945054e-09
24148,1.0277772425346787e-20
5503,1.0
3918,1.0
38478,0.4811010956764221
21123,1.2836267327756076e-18
49717,5.333729278599948e-35
42294,1.8583016904175267e-38
47609,6.765814646314539e-07
11076,1.0
41514,1.1807665754504548e-16
22062,1.081066992527806e-17
9413,7.005613724686555e-07
38340,1.0
30263,9.078210183588453e-08
41252,0.9999984502792358
14644,0.47769320011138916
26335,1.847925224488711e-22
28102,0.0
17523,0.006278663873672485
24712,1.0
40485,1.0
3850,0.008773058652877808
40040,3.1371783793399737e-34
15267,1.0
49146,1.0
30001,1.0
45926,2.4314541936437932e-21
43824,1.0
17240,1.0
4892,1.0
725,1.3301670407805564e-16
22949,2.9112861210309204e-13
34657,0.9999995231628418
37213,0.0
20304,1.0
15269,4.656609684947023e-16
22367,1.1959305552102031e-30
42684,0.9435516595840454
46734,1.0
11732,1.0
18619,0.0003140270709991455
48492,0.2230539321899414
26803,0.0
44305,2.9840950402978267e-14
47522,0.999984085559845
32207,1.1587394103074748e-27
2530,9.92278091291321e-13
17746,3.218301683092714e-15
8270,0.0023935437202453613
15079,1.0
13624,3.2132468277268345e-06
30638,4.58701479861494e-19
30440,1.0
36056,4.338513259045072e-14
42651,2.9903633314396815e-21
36803,1.4363142619711056e-10
48224,0.0
29226,1.0
5633,0.9999997615814209
5987,1.0
48063,1.0
1812,0.044620662927627563
27578,1.0
16823,1.1261783172678008e-11
3928,1.0
37286,7.842574367700195e-10
25045,1.0
15727,1.0
29600,0.9987962245941162
10430,6.094928062954936e-15
25768,0.05022162199020386
29103,1.0
36537,4.2613509797090337e-35
39328,3.5867988223106486e-22
35539,1.0
28075,1.0
17840,1.0
27802,1.0
7682,1.0435999798065964e-20
24279,2.3217713067744247e-16
33070,1.0
35557,1.0
37189,1.0
47149,2.88771707124133e-31
46915,1.8305645495550677e-25
9801,1.0
38800,0.0021923184394836426
24669,5.159264794773804e-35
44233,1.0
31919,1.0
7134,4.531249761665452e-15
33704,0.9998034238815308
29660,1.0
17893,0.361172080039978
22018,4.534222597385451e-08
13538,1.0
43118,1.0
36420,1.0
9405,1.0
13413,1.0
6720,0.0
15601,1.0
44743,1.0
31138,1.0
2729,0.999825119972229
38242,1.0
29625,1.0
47894,2.088271640028963e-13
42090,1.0
36399,0.0
6244,2.3324413689351786e-07
5545,6.376260359553926e-21
4064,1.0
12851,1.0
21802,8.739591212973329e-27
41163,1.0546843110864224e-23
6232,5.759536736427151e-10
3862,1.0
35094,8.602753469092176e-34
40195,1.0
39250,0.0
6217,1.0
36775,1.0
42976,1.0
48467,1.0
14831,1.0
30092,1.0949864104746938e-19
8893,1.0
6020,8.055450617395479e-16
46088,0.9781267642974854
15242,1.2259958187281193e-17
45307,1.0
26550,1.0
6034,1.0
7905,1.0
32225,0.05050414800643921
6017,1.0
21879,1.3819186921101173e-19
2791,1.0
42605,1.0
5823,1.0
15387,1.0
29561,1.0
39475,1.0783821752236022e-12
292,3.6483986984799503e-23
16957,3.977360164616535e-24
30860,0.0
14073,1.0
21856,1.0
22079,1.0
17023,5.240755515600202e-26
8739,1.0
15825,1.0
2741,1.0
18048,0.0033283531665802
49936,2.3432512077580377e-23
17372,3.396560408068915e-22
22021,6.716210137846472e-26
46364,1.0
23537,1.7692593049932568e-29
45499,1.36867852663404e-13
40185,1.0
9613,1.0
43281,2.601229648346859e-11
37891,1.2667100088090901e-31
26178,1.0
45892,1.0
20933,1.0
40971,1.0
22224,1.0
24381,1.0
34855,1.0
48577,0.0
38536,1.0
31755,1.0
7753,0.9979637861251831
46638,9.18582474374526e-25
43834,1.0
26235,1.0
44229,0.9999738931655884
49596,3.563362915826561e-14
18552,1.0
43136,1.0
36672,1.2456603418289738e-22
43649,5.520449121831916e-05
3940,1.0
31496,0.9971562623977661
26593,1.0
23921,1.1991828614554834e-06
26402,1.0
45942,0.9999706745147705
48525,9.976303393424671e-38
18315,0.9999939203262329
36893,2.600744360809707e-14
26695,0.0
42127,1.0
14170,0.999872624874115
3732,1.0
7881,0.0014246106147766113
6016,0.9995536804199219
23029,1.0
35473,0.0
49685,2.1484695939639684e-14
4817,1.0
41693,3.179244686180027e-06
12007,1.0
41327,3.37773485625803e-07
9506,1.0
44798,9.255316186187336e-35
34062,5.429005337717618e-25
27474,1.0
31143,1.0
21235,0.0
1390,3.3765453047410486e-17
38249,0.9999330639839172
37624,2.963343774808891e-07
42028,0.00019162893295288086
20834,1.408007108329891e-21
14757,1.0
26396,9.63053068442246e-30
6808,0.4034212529659271
9225,1.0
48394,0.0
5395,8.080228042217641e-08
6943,0.9999891519546509
23870,1.026206586374201e-08
32492,1.144889457504065e-21
36345,9.791412125537136e-11
10755,1.0
12301,1.0
48386,1.228591032670674e-22
42745,1.0
29089,1.0
44712,1.1016291080117627e-23
14343,1.0
38172,0.0
5071,1.0
24121,5.887403062843077e-07
48809,1.0
17820,0.0031413137912750244
1122,8.409664046418364e-18
11264,1.0
30579,0.0
45464,0.02207818627357483
48216,0.0
43044,1.0
15656,1.0
1900,1.0
147,0.0
29642,0.999354362487793
3211,1.541593410985885e-28
43850,1.0
2354,4.5752135413579254e-10
31520,0.05975267291069031
42583,1.976494107269744e-10
43337,9.436557573761287e-14
45284,2.2734857877009692e-33
46956,0.0002655982971191406
48790,1.1465131988183363e-32
36585,1.0
10465,1.0
7821,1.0
7205,2.0302214186911155e-23
6413,1.0
34046,1.0
12728,0.999994695186615
6925,0.9999986886978149
27995,2.6597474445111402e-08
37612,8.905775672474192e-09
39483,1.0
3016,0.0
1640,1.0629470914569339e-10
8883,6.960289938577284e-20
37601,1.0
12969,1.0
23463,1.0
15757,1.592000118430352e-14
44076,0.9999955892562866
4086,1.0
508,1.0966707326527574e-27
6354,0.9444295167922974
29644,1.0
20815,1.0
6234,0.0019411742687225342
31989,1.0
12995,1.0
42501,1.0
38920,2.0718014109855076e-11
262,7.302040254888421e-18
7891,1.0
10527,0.9999963045120239
18600,1.0
24114,1.1390687004730893e-11
33498,1.330043772895806e-07
13471,3.8141249026328495e-29
31725,0.008990168571472168
23690,1.0
10557,1.0
6556,0.0005118846893310547
